productType,category,subCategory,pt aliases,cat aliases,sub-cat aliases,descriptions,,,
Toys,Tactile Play,Play Foam,,,,,,,
Toys,Tactile Play,Play Sand,,,,,,,
Toys,Tactile Play,Slime,,,,,,,
Toys,Toy Vehicles,-,,,,,,,
Toys,Toy Vehicles,Remote Control Vehicles,,,,,,,
Toys,Toy Vehicles,Toy Vehicle Accessories,,,,,,,
Toys,Toy Vehicles,Toy Vehicle Playsets,,,,,,,
Toys,Toy Vehicles,Toy Vehicle Tracks,,,,,,,
Toys,Toy Vehicles,Toy Vehicles,,,,,,,
Toys,Toy Vehicles,Train Tables,,,,,,,
Toys,Z_Other,-,,,,,,,
Video Games,-,-,,,,,,,
Video Games,Consoles,-,,,,,,,
Video Games,Controllers & Accessories,-,,,,,,,
Video Games,Controllers & Accessories,Accessory Sets,,,,,,,
Video Games,Controllers & Accessories,Console Cables,,,,,,,
Video Games,Controllers & Accessories,Console Cases,,,,,,,
Video Games,Controllers & Accessories,Console Covers,,,,,,,
Video Games,Controllers & Accessories,Console Mounts,,,,,,,
Video Games,Controllers & Accessories,Console Remotes,,,,,,,
Video Games,Controllers & Accessories,Console Stands,,,,,,,
Video Games,Controllers & Accessories,Controller Grips,,,,,,,
Video Games,Controllers & Accessories,Controller Stands,,,,,,,
Video Games,Controllers & Accessories,Controller Straps,,,,,,,
Video Games,Controllers & Accessories,Gaming Headsets,,,,,,,
Video Games,Controllers & Accessories,Gaming Shifters,,,,,,,
Video Games,Controllers & Accessories,Joysticks,,,,,,,
Video Games,Controllers & Accessories,Mobile Game Controllers,,,,,,,
Video Games,Controllers & Accessories,Replacement Parts,,,,,,,
Video Games,Controllers & Accessories,Sensors,,,,,,,
Video Games,Controllers & Accessories,Standard Controllers,,,,,,,
Video Games,Controllers & Accessories,Steering Wheel Controllers,,,,,,,
Video Games,Video Game Add-Ons,-,,,,,,,
Video Games,Video Game Add-Ons,Game Currency,,,,,,,
Video Games,Video Game Add-Ons,Gaming Gift Cards,,,,,,,
Video Games,Video Game Add-Ons,Gaming Subscription Cards,,,,,,,
Video Games,Video Game Add-Ons,Interactive Gaming Figures,,,,,,,
Video Games,Video Games,-,,,,,,,
Video Games,Video Games,Console Games,,,,,,,
Video Games,Video Games,PC Games,,,,,,,
Video Games,Virtual Reality,-,,,,,,,
Video Games,Virtual Reality,Virtual Reality Headsets,,,,,,,
Video Games,Z_Other,-,,,,,,,
